,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
664,0.0,0.019111111111111113,0.010576684193720261,0.47056713064713074,0.0,0.05990852893250176,0.033936891551004905,0.20035556948331157,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,IG,False
665,0.0,0.015111111111111112,0.008332682016986162,0.4612679853479853,0.0,0.052890952832105216,0.024672204037758622,0.20133684127245938,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GRAD,False
666,0.0,0.05555555555555556,0.045649892256811056,0.4644560195360195,0.0,0.06003680915522793,0.037550431242685714,0.08337742362373184,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,FO,True
667,0.05,0.08977777777777778,0.08868262081783011,0.4961274725274725,0.22360679774997894,0.03937391767544107,0.02494849588017422,0.06797050342068756,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,SG,True
668,0.05,0.09266666666666667,0.09210200918842784,0.5117776312576312,0.22360679774997894,0.03826721138502889,0.0230109983813639,0.07148873699384639,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GS,True
669,0.0,0.066,0.05034282494610666,0.48671003663003665,0.0,0.07137778942998747,0.03916841173837486,0.08039374444295172,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,IG,True
670,0.0,0.06222222222222222,0.04877488835003184,0.4778365811965812,0.0,0.07535577302115169,0.04477909629060374,0.08982985730300551,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,LSTM,GRAD,True
671,0.4,0.1251111111111111,0.08868078100517328,0.4971010500610501,0.5026246899500346,0.09175807953087445,0.025858867742114277,0.16417250247905438,authentic_opposing_information,100,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,,
672,0.75,0.17777777777777778,0.12673110865546797,0.6153846153846153,0.4442616583193193,0.08823148713264119,0.03646673246443575,0.13311483589607206,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,FO,False
673,0.3,0.18066666666666667,0.1230399752706343,0.6148052258852259,0.4701623459816272,0.19103915414007389,0.06232506165333169,0.18544565358136425,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,SG,False
674,0.5,0.19222222222222218,0.15316913135168514,0.6430624664224663,0.512989176042577,0.13361276761565688,0.07698612850132536,0.13887022488201836,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GS,False
675,0.45,0.19377777777777777,0.15975347266715076,0.6471294749694749,0.5104177855340405,0.13546368279625778,0.08479314224275857,0.12657205717657619,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,IG,False
676,0.4,0.19822222222222222,0.14624334109359693,0.6610891330891331,0.5026246899500346,0.19102895010724766,0.09740951539149342,0.18366878097720435,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GRAD,False
677,0.25,0.17044444444444445,0.140436071595863,0.5947688888888889,0.4442616583193193,0.15197739307277966,0.10173900083151158,0.20330736481577294,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,FO,True
678,0.1,0.08733333333333332,0.09334847075978733,0.5199931623931623,0.30779350562554625,0.03532895629220535,0.02355401995264936,0.07703728079869608,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,SG,True
679,0.15,0.09155555555555557,0.09098074396712094,0.5061024664224665,0.36634754853252327,0.0427367844899217,0.026207763102188725,0.0987848414319131,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GS,True
680,0.35,0.16377777777777777,0.13722127180613178,0.600014945054945,0.4893604849295929,0.1497654219485793,0.09480012836959521,0.19286569228902564,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,IG,True
681,0.3,0.1462222222222222,0.12413342656636264,0.571017094017094,0.4701623459816272,0.14004102248701014,0.08846021816536079,0.19090103289356614,,,SimulatedTrainingData_Moving_SmallMiddle_AutoRegressive_F_50_TS_50.npy,SmallMiddle,AutoRegressive,CNN,GRAD,True
682,0.4,0.154375,0.09586075688419812,0.5063902101769912,0.5026246899500346,0.1499480599645574,0.037734764449607855,0.22435244128616397,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,,
683,0.75,0.08395833333333333,0.09360549555238565,0.4952433628318584,0.4442616583193193,0.023229523146505508,0.00774526970786255,0.022377447845681124,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,FO,False
684,0.0,0.08229166666666668,0.06059293229389238,0.4241944137168142,0.0,0.19354946233804174,0.12618962843846623,0.29239858238502864,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,SG,False
685,0.05,0.09041666666666666,0.06574556327733541,0.46425626843657825,0.22360679774997894,0.20173362307350395,0.13936077744084727,0.2743612696521791,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GS,False
686,0.0,0.08375000000000002,0.05981402981252938,0.4540423119469027,0.0,0.18887604230480146,0.12838704694696404,0.27209785474494036,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,IG,False
687,0.0,0.084375,0.04201637516842606,0.4389709623893806,0.0,0.2062610753716035,0.09977139461481137,0.2905068819562557,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GRAD,False
688,0.05,0.07958333333333334,0.07794792774156532,0.47002184734513286,0.22360679774997894,0.12432493151613327,0.11273623192351497,0.14924375870518497,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,FO,True
689,0.05,0.09458333333333332,0.09358960096456193,0.5030328171091446,0.22360679774997894,0.02456120770598645,0.010909533769521796,0.023737082204713905,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,SG,True
690,0.1,0.09124999999999998,0.09475107642556319,0.49666012168141604,0.30779350562554625,0.01616006376282945,0.007609892524050822,0.02014210757169805,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GS,True
691,0.05,0.08458333333333332,0.08997566549267819,0.47153125000000007,0.22360679774997894,0.156855406094443,0.1385728216703502,0.16110012323766618,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,IG,True
692,0.05,0.07333333333333333,0.07928048084363183,0.4628855088495576,0.22360679774997894,0.13680646465693727,0.13083513478937192,0.1648319500195554,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,LSTM,GRAD,True
693,0.5,0.153125,0.09823525838141114,0.5147509218289086,0.512989176042577,0.11412387948374807,0.02813906846394191,0.17058615781757905,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,,
694,0.3,0.17624999999999996,0.1292005910600238,0.6104351032448376,0.4701623459816272,0.1591110860980411,0.03502046234644982,0.0956046729981628,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,FO,False
695,0.1,0.08166666666666667,0.09063066773404188,0.478071119100295,0.30779350562554625,0.051199072542769425,0.019272937837062985,0.11303872672798247,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,SG,False
696,0.15,0.09875,0.09913264078923893,0.5329970501474925,0.36634754853252327,0.072410208562699,0.02801747049042088,0.07871074279412353,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GS,False
697,0.1,0.09083333333333335,0.09383981220654738,0.5086857485250736,0.30779350562554625,0.056204903950368736,0.024702495798315616,0.06005671291094789,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,IG,False
698,0.1,0.06958333333333333,0.08574799204509521,0.46968173856932155,0.30779350562554625,0.0683865325649525,0.023993644119494985,0.11038258349389733,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GRAD,False
699,0.15,0.08499999999999999,0.0851648966931911,0.47797312868731573,0.36634754853252327,0.08646949568611191,0.04846682373149987,0.07718427605656994,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,FO,True
700,0.1,0.10124999999999999,0.0983281920749622,0.503160766961652,0.30779350562554625,0.021760088740359132,0.009300002560893021,0.02694370938129553,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,SG,True
701,0.05,0.09354166666666666,0.09581974500376504,0.5013068768436579,0.22360679774997894,0.011666275056084124,0.006570587298446314,0.02110617007792953,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GS,True
702,0.2,0.10020833333333332,0.09625760535732122,0.5064281434365782,0.4103913408340617,0.10244163757079995,0.05204667788723838,0.0842130955449639,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,IG,True
703,0.3,0.09979166666666667,0.10013158402963471,0.5128236541297935,0.4701623459816272,0.07800363379974622,0.05486158788411153,0.07938758351768349,,,SimulatedTrainingData_Moving_RareTime_PseudoPeriodic_F_50_TS_50.npy,RareTime,PseudoPeriodic,CNN,GRAD,True
704,0.55,0.27895833333333336,0.08587978277036111,0.456000645280236,0.5104177855340405,0.2914362341608732,0.06736891487572273,0.3810011664623983,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,,
705,0.9,0.10500000000000001,0.10028794890753334,0.5054480088495577,0.30779350562554625,0.017396309348461484,0.006928369662137985,0.017675697530798246,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,FO,False
706,0.0,0.022708333333333334,0.0586222211963678,0.5081003871681415,0.0,0.05453610518735133,0.03668044049643765,0.20077374117696456,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,SG,False
707,0.1,0.12208333333333335,0.10454484211696147,0.5408937592182891,0.30779350562554625,0.09681608989810472,0.05211519883616283,0.10581636518041788,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GS,False
708,0.25,0.11708333333333334,0.09915726272772457,0.5334245943952803,0.4442616583193193,0.1065636495410549,0.05931145003370693,0.11768431475537078,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,IG,False
709,0.0,0.008125,0.02939558546501611,0.39982065818584067,0.0,0.021733828094142343,0.032063040194211696,0.1846727006214872,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GRAD,False
710,0.0,0.04687500000000001,0.05659858959042395,0.4655160398230088,0.0,0.05097505051349926,0.03689890352895096,0.09715723071658754,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,FO,True
711,0.1,0.09999999999999999,0.09786230209636806,0.5024172197640118,0.30779350562554625,0.02141725543596464,0.010298040299997521,0.025857388983248103,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,SG,True
712,0.15,0.09354166666666666,0.10236151660666706,0.5031487831858408,0.36634754853252327,0.01836097398007731,0.04170738742177009,0.020117484278804477,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GS,True
713,0.15,0.11354166666666665,0.11243947172319488,0.5004309550147492,0.36634754853252327,0.1415368019321109,0.11659750774646908,0.12050295789130995,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,IG,True
714,0.0,0.042291666666666665,0.05248764137209557,0.46321298856932147,0.0,0.049361326665472015,0.0406501902449474,0.099674735263053,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,LSTM,GRAD,True
715,0.65,0.26104166666666667,0.09364034134728018,0.4870863292772862,0.48936048492959294,0.20793064151607515,0.04740952396010491,0.27336253906608116,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,,
716,0.95,0.6066666666666667,0.31350875574686987,0.8895648967551623,0.22360679774997902,0.12503215960572908,0.05466085333641892,0.05737707329602699,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,FO,False
717,0.25,0.13020833333333334,0.10942607942986127,0.5717248340707964,0.4442616583193193,0.12611255618488343,0.023995136682820595,0.1193511544423042,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,SG,False
718,0.4,0.28729166666666667,0.17310330401600454,0.7077551622418878,0.5026246899500346,0.11138150122793943,0.04192866765170929,0.09182303425053594,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GS,False
719,0.3,0.24333333333333335,0.14888058504064788,0.6266783738938054,0.4701623459816272,0.08575856903973324,0.034064988280462075,0.0789511776483207,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,IG,False
720,0.2,0.10375000000000001,0.10663011182542433,0.5584584255162243,0.4103913408340617,0.09398873112744617,0.027585681763107207,0.1296851125544222,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GRAD,False
721,0.25,0.16020833333333334,0.11845709917223937,0.5363821441740413,0.4442616583193193,0.14945976668229194,0.0718523298920716,0.12406347306158172,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,FO,True
722,0.15,0.10166666666666666,0.09627724757687212,0.49709909660766965,0.36634754853252327,0.015437101203504873,0.008620860814796297,0.026763571502360983,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,SG,True
723,0.25,0.09625,0.0987340960526376,0.5042923119469026,0.4442616583193193,0.02402712283189453,0.009143757234204651,0.028449526327231283,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GS,True
724,0.25,0.16312500000000002,0.12667153439936482,0.5498537979351033,0.4442616583193193,0.15258658624259733,0.07113980261395376,0.12003156450397524,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,IG,True
725,0.35,0.13395833333333335,0.10215405863844677,0.5086494745575221,0.48936048492959283,0.12996903449245356,0.062448510230189755,0.1073119992323684,,,SimulatedTrainingData_Moving_RareTime_NARMA_F_50_TS_50.npy,RareTime,NARMA,CNN,GRAD,True
726,0.75,0.1975,0.10047513142271006,0.5274455199115045,0.4442616583193193,0.13170191622312144,0.03611203290711302,0.19048996255532524,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,,
727,0.7,0.08062499999999999,0.09139295950650192,0.4899889380530973,0.4701623459816272,0.02562361820550565,0.010799492923559209,0.025217395563476123,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,FO,False
728,0.0,0.12875,0.13351038442675195,0.6666000184365782,0.0,0.18690646799342653,0.12194836386170037,0.22594553786693417,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,SG,False
729,0.2,0.12916666666666668,0.10751108198419415,0.5365193123156342,0.41039134083406165,0.1349815885214205,0.07429527093140173,0.15150409225694839,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GS,False
730,0.05,0.12437499999999999,0.0965966334162105,0.49835195427728607,0.22360679774997894,0.16605300952913868,0.09230046729318206,0.1952412629729299,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,IG,False
731,0.0,0.10479166666666666,0.08610494712330838,0.510894727138643,0.0,0.1744837571404512,0.08618901667799024,0.22201769088747467,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GRAD,False
732,0.05,0.08729166666666668,0.08903619152775571,0.4917181508112095,0.22360679774997894,0.09658340145010691,0.06579870152511244,0.12485656696642734,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,FO,True
733,0.05,0.09270833333333332,0.09568228135343933,0.49856563421828903,0.22360679774997894,0.01510652960948031,0.0077816875488812415,0.016820881341114303,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,SG,True
734,0.05,0.09937500000000002,0.10014120921479992,0.5043561025073745,0.22360679774997894,0.017273756842059475,0.03253811084807938,0.02256542530347595,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GS,True
735,0.05,0.08604166666666666,0.07954341434039203,0.4867221607669617,0.22360679774997894,0.09977382133594266,0.06552702842413725,0.09293046297083113,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,IG,True
736,0.05,0.09437500000000001,0.09156729864402112,0.49645188053097344,0.22360679774997894,0.0854476837137601,0.06137520166131178,0.11996479252276536,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,LSTM,GRAD,True
737,0.35,0.19479166666666667,0.0945200534288465,0.5081680494100295,0.48936048492959294,0.19392677278229117,0.04290255783746595,0.24476171711099365,authentic_opposing_information,100,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,,
738,0.45,0.2752083333333334,0.1559559821196517,0.6749631268436579,0.5104177855340405,0.13947265840128117,0.04531847674875414,0.14354619289331605,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,FO,False
739,0.25,0.11916666666666667,0.10543907537043777,0.5575786780973452,0.4442616583193193,0.04379227281033421,0.014331236428259066,0.08090927520380532,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,SG,False
740,0.15,0.12062499999999998,0.10927669814334069,0.5235923672566372,0.36634754853252327,0.03762102789353425,0.02261844438166019,0.048733591001995154,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GS,False
741,0.15,0.11979166666666667,0.10568881666903299,0.510264749262537,0.36634754853252327,0.027234732028330495,0.016820865820715108,0.043314246610881575,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,IG,False
742,0.05,0.09979166666666667,0.09108572707361626,0.47408001474926253,0.22360679774997894,0.028015340148313944,0.012883373700539326,0.040831741049268296,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,GRAD,False
743,0.25,0.1408333333333333,0.12293242423145737,0.5715623617256637,0.4442616583193193,0.11315678974028683,0.05241160960186789,0.07160667840703845,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,FO,True
744,0.05,0.09,0.09558610904969521,0.5029314159292035,0.22360679774997896,0.016356768007437253,0.008824713512404396,0.025725923971566582,,,SimulatedTrainingData_Moving_RareTime_Harmonic_F_50_TS_50.npy,RareTime,Harmonic,CNN,SG,True
